['Z', 'Z', 'Z', 'Z', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'G', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'X', 'Y', 'U', 'U', 'U', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O', 'R', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'D', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'V', 'V', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'L', 'L', 'L', 'L', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q']
['K', 'K', 'K', 'K', 'Y', 'W', 'Y', 'Y', 'U', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'E', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'T', 'T', 'Q', 'T', 'T', 'T', 'T', 'U', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'H', 'H', 'Y', 'Y', 'T', 'T', 'H', 'Y', 'Y', 'X', 'X', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'Y', 'C', 'C', 'C', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'J', 'J', 'J', 'J', 'B', 'B', 'B', 'B', 'J', 'J', 'B', 'B', 'B', 'B', 'B', 'B', 'T', 'T', 'T', 'T', 'H', 'A', 'H', 'H', 'H', 'T', 'X', 'H', 'H', 'H', 'H', 'P', 'P', 'P', 'P']
['K', 'K', 'K', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'E', 'E', 'M', 'M', 'M', 'M', 'M', 'D', 'M', 'M', 'M', 'T', 'T', 'T', 'T', 'T', 'F', 'T', 'T', 'Q', 'Y', 'Y', 'Y', 'Y', 'H', 'H', 'W', 'W', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'H', 'H', 'H', 'H', 'T', 'T', 'T', 'H', 'Y', 'Y', 'Y', 'X', 'X', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'Y', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'J', 'J', 'J', 'J', 'J', 'B', 'B', 'J', 'B', 'J', 'B', 'B', 'B', 'B', 'B', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'H', 'H', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'P', 'P']
['K', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'Y', 'M', 'E', 'M', 'M', 'E', 'E', 'E', 'M', 'M', 'M', 'D', 'D', 'D', 'M', 'M', 'M', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'Y', 'Y', 'Y', 'Y', 'H', 'H', 'H', 'H', 'M', 'M', 'P', 'G', 'M', 'M', 'M', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'X', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Q', 'J', 'J', 'J', 'J', 'J', 'B', 'J', 'J', 'J', 'J', 'B', 'B', 'B', 'B', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'E', 'M', 'M', 'E', 'E', 'M', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'M', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'T', 'T', 'T', 'T', 'Y', 'Y', 'H', 'H', 'H', 'H', 'M', 'M', 'M', 'M', 'G', 'M', 'G', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'X', 'W', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'U', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'A', 'A', 'T', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'M', 'M', 'M', 'D', 'M', 'D', 'D', 'D', 'D', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'M', 'M', 'B', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'I', 'D', 'D', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'M', 'P', 'P', 'P', 'T', 'T', 'T', 'A', 'A', 'B', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'M', 'M', 'M', 'D', 'D', 'D', 'D', 'A', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'M', 'B', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'W', 'G', 'C', 'C', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'Z', 'Q', 'M', 'Q', 'Q', 'Q', 'Q', 'F', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'M', 'P', 'P', 'P', 'P', 'T', 'T', 'A', 'A', 'A', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['P', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'M', 'M', 'D', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'V', 'V', 'V', 'G', 'G', 'G', 'G', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'W', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'M', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['P', 'P', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'A', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'H', 'H', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'V', 'V', 'V', 'V', 'V', 'V', 'G', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'W', 'W', 'W', 'I', 'I', 'C', 'C', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'H', 'I', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'A', 'V', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'X', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Q', 'F', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'C', 'C', 'C', 'C', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'H', 'H', 'I', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['I', 'I', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Q', 'Q', 'H', 'H', 'H', 'H', 'H', 'H', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'G', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'C', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'I', 'I', 'I', 'I', 'I', 'I', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['I', 'I', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'E', 'E', 'E', 'E', 'E', 'A', 'A', 'E', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'R', 'R', 'H', 'H', 'H', 'H', 'Z', 'V', 'V', 'L', 'L', 'L', 'V', 'V', 'W', 'V', 'Y', 'M', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'G', 'W', 'W', 'C', 'C', 'W', 'W', 'W', 'Q', 'Q', 'B', 'Q', 'Q', 'Q', 'Q', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Q', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'X', 'B', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'N', 'N', 'N', 'I', 'I', 'I', 'I', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']
['I', 'I', 'Y', 'Y', 'Y', 'Y', 'Y', 'J', 'J', 'J', 'J', 'J', 'Y', 'Y', 'E', 'M', 'E', 'X', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'R', 'R', 'R', 'R', 'H', 'H', 'Z', 'V', 'L', 'L', 'L', 'L', 'L', 'W', 'W', 'D', 'M', 'M', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'I', 'W', 'W', 'W', 'B', 'B', 'B', 'Q', 'Q', 'Q', 'Q', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'X', 'X', 'X', 'U', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'N', 'N', 'N', 'I', 'I', 'I', 'I', 'P', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'T', 'A', 'H', 'S', 'H', 'S', 'H', 'H', 'R', 'R', 'R', 'H']
['I', 'I', 'I', 'I', 'Y', 'Y', 'J', 'J', 'J', 'J', 'J', 'Y', 'Y', 'Y', 'E', 'M', 'E', 'X', 'X', 'X', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'R', 'R', 'R', 'R', 'R', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'W', 'D', 'D', 'D', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'A', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'R', 'R', 'R', 'R', 'R', 'B', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'J', 'D', 'D', 'D', 'D', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'X', 'X', 'X', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'N', 'N', 'N', 'N', 'I', 'N', 'N', 'N', 'P', 'P', 'B', 'A', 'A', 'A', 'A', 'A', 'S', 'S', 'S', 'S', 'S', 'H', 'S', 'H', 'S', 'R', 'R', 'R', 'H']
['X', 'X', 'X', 'I', 'Y', 'Y', 'J', 'J', 'J', 'J', 'Z', 'Y', 'Y', 'Y', 'E', 'M', 'M', 'X', 'X', 'X', 'X', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'R', 'R', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'W', 'L', 'D', 'D', 'D', 'Y', 'Y', 'Y', 'D', 'D', 'Y', 'A', 'A', 'G', 'A', 'G', 'A', 'G', 'G', 'G', 'Z', 'G', 'R', 'R', 'R', 'R', 'R', 'R', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'P', 'P', 'A', 'A', 'A', 'L', 'A', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'H', 'H', 'H', 'H']
['X', 'X', 'X', 'X', 'Y', 'G', 'G', 'J', 'J', 'J', 'Z', 'Y', 'Y', 'Y', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'R', 'R', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'D', 'D', 'D', 'D', 'Y', 'D', 'D', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'J', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'R', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'N', 'N', 'J', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'A', 'L', 'L', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'H', 'Q', 'Q']
['X', 'X', 'G', 'G', 'Y', 'G', 'G', 'G', 'J', 'J', 'J', 'Y', 'Y', 'C', 'X', 'X', 'X', 'X', 'X', 'E', 'E', 'A', 'A', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'W', 'W', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'A', 'L', 'J', 'L', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'A', 'Y', 'Y', 'A', 'A', 'A', 'A', 'A', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'R', 'R', 'R', 'R', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'J', 'J', 'J', 'E', 'J', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'D', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'Q', 'Q', 'O']
['X', 'X', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'E', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'W', 'W', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'A', 'A', 'A', 'Y', 'Y', 'Y', 'A', 'A', 'A', 'A', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'R', 'R', 'Y', 'Y', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'O']
['X', 'X', 'G', 'C', 'C', 'G', 'C', 'G', 'C', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'W', 'W', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'S', 'S', 'S', 'S', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'R', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'O', 'S', 'O']
['X', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'A', 'A', 'A', 'A', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'W', 'K', 'K', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'D', 'D', 'D', 'D', 'D', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'R', 'L', 'L', 'L', 'L', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'J', 'J', 'J', 'J', 'N', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'O', 'S', 'S', 'S', 'O', 'O', 'O']
['X', 'X', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'A', 'A', 'T', 'T', 'T', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'K', 'K', 'K', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'I', 'L', 'D', 'D', 'D', 'D', 'D', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'R', 'L', 'L', 'L', 'L', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Z', 'J', 'J', 'J', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'O', 'N', 'N', 'N', 'W', 'S', 'S', 'S', 'S', 'S', 'O', 'S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O']
['X', 'X', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'X', 'X', 'X', 'X', 'H', 'I', 'H', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'T', 'T', 'T', 'Q', 'Q', 'Q', 'Q', 'T', 'T', 'Q', 'T', 'T', 'T', 'T', 'K', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'X', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'F', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'Z', 'Z', 'X', 'Z', 'J', 'J', 'J', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'O', 'N', 'N', 'N', 'W', 'S', 'S', 'S', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['X', 'C', 'C', 'C', 'C', 'C', 'C', 'X', 'X', 'X', 'X', 'X', 'X', 'H', 'H', 'H', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'T', 'T', 'T', 'Q', 'Q', 'Q', 'T', 'T', 'Q', 'T', 'T', 'T', 'K', 'K', 'K', 'K', 'K', 'K', 'L', 'L', 'L', 'L', 'L', 'W', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'L', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'D', 'D', 'D', 'D', 'D', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Z', 'Z', 'Z', 'Z', 'J', 'J', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'B', 'B', 'S', 'S', 'S', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
