start: dial is at 50, ans = 0
line: L29, dial: 0, ans: 2394
line: R44, dial: 44, ans: 2394
line: R79, dial: 23, ans: 2395
line: R77, dial: 0, ans: 2396
line: L51, dial: 49, ans: 2397
line: L844, dial: 5, ans: 2405
line: R95, dial: 0, ans: 2406
line: L4, dial: 96, ans: 2407
line: R13, dial: 9, ans: 2408
line: R81, dial: 90, ans: 2408
line: R10, dial: 0, ans: 2409
line: R44, dial: 44, ans: 2409
line: L36, dial: 8, ans: 2409
line: L57, dial: 51, ans: 2410
line: R49, dial: 0, ans: 2411
line: L44, dial: 56, ans: 2412
line: L64, dial: 92, ans: 2413
line: L88, dial: 4, ans: 2413
line: L4, dial: 0, ans: 2413
line: L24, dial: 76, ans: 2414
line: L84, dial: 92, ans: 2415
line: L33, dial: 59, ans: 2415
line: R913, dial: 72, ans: 2424
line: L72, dial: 0, ans: 2424
line: L363, dial: 37, ans: 2428
line: R46, dial: 83, ans: 2428
line: L77, dial: 6, ans: 2428
line: L806, dial: 0, ans: 2436
line: R85, dial: 85, ans: 2436
line: L85, dial: 0, ans: 2436
line: R14, dial: 14, ans: 2436
line: L114, dial: 0, ans: 2437
line: R51, dial: 51, ans: 2437
line: L73, dial: 78, ans: 2438
line: R86, dial: 64, ans: 2439
line: L20, dial: 44, ans: 2439
line: L47, dial: 97, ans: 2440
line: L97, dial: 0, ans: 2440
line: L52, dial: 48, ans: 2441
line: L62, dial: 86, ans: 2442
line: R56, dial: 42, ans: 2443
line: R58, dial: 0, ans: 2444
line: L82, dial: 18, ans: 2445
line: L55, dial: 63, ans: 2446
line: R905, dial: 68, ans: 2455
line: R32, dial: 0, ans: 2456
line: L16, dial: 84, ans: 2457
line: L84, dial: 0, ans: 2457
line: L27, dial: 73, ans: 2458
line: L68, dial: 5, ans: 2458
line: L5, dial: 0, ans: 2458
line: L15, dial: 85, ans: 2459
line: R1, dial: 86, ans: 2459
line: R80, dial: 66, ans: 2460
line: R34, dial: 0, ans: 2461
line: R257, dial: 57, ans: 2463
line: L62, dial: 95, ans: 2464
line: R12, dial: 7, ans: 2465
line: R70, dial: 77, ans: 2465
line: R882, dial: 59, ans: 2474
line: R43, dial: 2, ans: 2475
line: L828, dial: 74, ans: 2484
line: L52, dial: 22, ans: 2484
line: L22, dial: 0, ans: 2484
line: L38, dial: 62, ans: 2485
line: R638, dial: 0, ans: 2492
line: L62, dial: 38, ans: 2493
line: R59, dial: 97, ans: 2493
line: L97, dial: 0, ans: 2493
line: R43, dial: 43, ans: 2493
line: R112, dial: 55, ans: 2494
line: R45, dial: 0, ans: 2495
line: L525, dial: 75, ans: 2501
line: L14, dial: 61, ans: 2501
line: R1, dial: 62, ans: 2501
line: R38, dial: 0, ans: 2502
line: L53, dial: 47, ans: 2503
line: R818, dial: 65, ans: 2511
line: L65, dial: 0, ans: 2511
line: L91, dial: 9, ans: 2512
line: L8, dial: 1, ans: 2512
line: L2, dial: 99, ans: 2513
line: R1, dial: 0, ans: 2514
line: R86, dial: 86, ans: 2514
line: R14, dial: 0, ans: 2515
line: L30, dial: 70, ans: 2516
line: L57, dial: 13, ans: 2516
line: L51, dial: 62, ans: 2517
line: R38, dial: 0, ans: 2518
line: R1, dial: 1, ans: 2518
line: L1, dial: 0, ans: 2518
line: R4, dial: 4, ans: 2518
line: L43, dial: 61, ans: 2519
line: R80, dial: 41, ans: 2520
line: R95, dial: 36, ans: 2521
line: L686, dial: 50, ans: 2528
line: L46, dial: 4, ans: 2528
line: R96, dial: 0, ans: 2529
line: R89, dial: 89, ans: 2529
line: R26, dial: 15, ans: 2530
line: L13, dial: 2, ans: 2530
line: L47, dial: 55, ans: 2531
line: L55, dial: 0, ans: 2531
line: L87, dial: 13, ans: 2532
line: R87, dial: 0, ans: 2533
line: L2, dial: 98, ans: 2534
line: L79, dial: 19, ans: 2534
line: R381, dial: 0, ans: 2538
line: L30, dial: 70, ans: 2539
line: R30, dial: 0, ans: 2540
line: R258, dial: 58, ans: 2542
line: R58, dial: 16, ans: 2543
line: R84, dial: 0, ans: 2544
line: L45, dial: 55, ans: 2545
line: R16, dial: 71, ans: 2545
line: R29, dial: 0, ans: 2546
line: R49, dial: 49, ans: 2546
line: R33, dial: 82, ans: 2546
line: R64, dial: 46, ans: 2547
line: L928, dial: 18, ans: 2556
line: R482, dial: 0, ans: 2561
line: R84, dial: 84, ans: 2561
line: L505, dial: 79, ans: 2566
line: R21, dial: 0, ans: 2567
line: R97, dial: 97, ans: 2567
line: L97, dial: 0, ans: 2567
line: R97, dial: 97, ans: 2567
line: R98, dial: 95, ans: 2568
line: R696, dial: 91, ans: 2575
line: L94, dial: 97, ans: 2576
line: L730, dial: 67, ans: 2583
line: L94, dial: 73, ans: 2584
line: R27, dial: 0, ans: 2585
line: L29, dial: 71, ans: 2586
line: R64, dial: 35, ans: 2587
line: R71, dial: 6, ans: 2588
line: L6, dial: 0, ans: 2588
line: L74, dial: 26, ans: 2589
line: R68, dial: 94, ans: 2589
line: L51, dial: 43, ans: 2589
line: R384, dial: 27, ans: 2593
line: R73, dial: 0, ans: 2594
line: R478, dial: 78, ans: 2598
line: R22, dial: 0, ans: 2599
line: L85, dial: 15, ans: 2600
line: R90, dial: 5, ans: 2601
line: R95, dial: 0, ans: 2602
line: R65, dial: 65, ans: 2602
line: L178, dial: 87, ans: 2604
line: L645, dial: 42, ans: 2610
line: L742, dial: 0, ans: 2617
line: L33, dial: 67, ans: 2618
line: L67, dial: 0, ans: 2618
line: R532, dial: 32, ans: 2623
line: L23, dial: 9, ans: 2623
line: L678, dial: 31, ans: 2630
line: R69, dial: 0, ans: 2631
line: L69, dial: 31, ans: 2632
line: L991, dial: 40, ans: 2642
line: R60, dial: 0, ans: 2643
line: L16, dial: 84, ans: 2644
line: R16, dial: 0, ans: 2645
line: L12, dial: 88, ans: 2646
line: R25, dial: 13, ans: 2647
line: R10, dial: 23, ans: 2647
line: R91, dial: 14, ans: 2648
line: R386, dial: 0, ans: 2652
line: L259, dial: 41, ans: 2655
line: R94, dial: 35, ans: 2656
line: R465, dial: 0, ans: 2661
line: R4, dial: 4, ans: 2661
line: L749, dial: 55, ans: 2669
line: L53, dial: 2, ans: 2669
line: L55, dial: 47, ans: 2670
line: R75, dial: 22, ans: 2671
line: R71, dial: 93, ans: 2671
line: R1, dial: 94, ans: 2671
line: L26, dial: 68, ans: 2671
line: R764, dial: 32, ans: 2679
line: R20, dial: 52, ans: 2679
line: R85, dial: 37, ans: 2680
line: R864, dial: 1, ans: 2689
line: R104, dial: 5, ans: 2690
line: R34, dial: 39, ans: 2690
line: R99, dial: 38, ans: 2691
line: R69, dial: 7, ans: 2692
line: R94, dial: 1, ans: 2693
line: R21, dial: 22, ans: 2693
line: L18, dial: 4, ans: 2693
line: R83, dial: 87, ans: 2693
line: L87, dial: 0, ans: 2693
line: R48, dial: 48, ans: 2693
line: L48, dial: 0, ans: 2693
line: L59, dial: 41, ans: 2694
line: R87, dial: 28, ans: 2695
line: L436, dial: 92, ans: 2700
line: R62, dial: 54, ans: 2701
line: L797, dial: 57, ans: 2709
line: L57, dial: 0, ans: 2709
line: R99, dial: 99, ans: 2709
line: R42, dial: 41, ans: 2710
line: R93, dial: 34, ans: 2711
line: R21, dial: 55, ans: 2711
line: R1, dial: 56, ans: 2711
line: R65, dial: 21, ans: 2712
line: R79, dial: 0, ans: 2713
line: R680, dial: 80, ans: 2719
line: L11, dial: 69, ans: 2719
line: R124, dial: 93, ans: 2720
line: R27, dial: 20, ans: 2721
line: R59, dial: 79, ans: 2721
line: R221, dial: 0, ans: 2724
line: R14, dial: 14, ans: 2724
line: R68, dial: 82, ans: 2724
line: R13, dial: 95, ans: 2724
line: R84, dial: 79, ans: 2725
line: R96, dial: 75, ans: 2726
line: R25, dial: 0, ans: 2727
line: L78, dial: 22, ans: 2728
line: R46, dial: 68, ans: 2728
line: L34, dial: 34, ans: 2728
line: R66, dial: 0, ans: 2729
line: R70, dial: 70, ans: 2729
line: R61, dial: 31, ans: 2730
line: L163, dial: 68, ans: 2732
line: R461, dial: 29, ans: 2737
line: R171, dial: 0, ans: 2739
line: R66, dial: 66, ans: 2739
line: L96, dial: 70, ans: 2740
line: L42, dial: 28, ans: 2740
line: L28, dial: 0, ans: 2740
line: L52, dial: 48, ans: 2741
line: L48, dial: 0, ans: 2741
line: R16, dial: 16, ans: 2741
line: L65, dial: 51, ans: 2742
line: R549, dial: 0, ans: 2748
line: R31, dial: 31, ans: 2748
line: R945, dial: 76, ans: 2757
line: R224, dial: 0, ans: 2760
line: R438, dial: 38, ans: 2764
line: L938, dial: 0, ans: 2773
line: R69, dial: 69, ans: 2773
line: L52, dial: 17, ans: 2773
line: R883, dial: 0, ans: 2782
line: R392, dial: 92, ans: 2785
line: L92, dial: 0, ans: 2785
line: R5, dial: 5, ans: 2785
line: L166, dial: 39, ans: 2787
line: R461, dial: 0, ans: 2792
line: R785, dial: 85, ans: 2799
line: R430, dial: 15, ans: 2804
line: L715, dial: 0, ans: 2811
line: L275, dial: 25, ans: 2814
line: L25, dial: 0, ans: 2814
line: R81, dial: 81, ans: 2814
line: L18, dial: 63, ans: 2814
line: R719, dial: 82, ans: 2821
line: L82, dial: 0, ans: 2821
line: L10, dial: 90, ans: 2822
line: R74, dial: 64, ans: 2823
line: L47, dial: 17, ans: 2823
line: R91, dial: 8, ans: 2824
line: L69, dial: 39, ans: 2825
line: L42, dial: 97, ans: 2826
line: L397, dial: 0, ans: 2829
line: L96, dial: 4, ans: 2830
line: R996, dial: 0, ans: 2840
line: R84, dial: 84, ans: 2840
line: R52, dial: 36, ans: 2841
line: R64, dial: 0, ans: 2842
line: R35, dial: 35, ans: 2842
line: R60, dial: 95, ans: 2842
line: L195, dial: 0, ans: 2843
line: L818, dial: 82, ans: 2852
line: R418, dial: 0, ans: 2857
line: R620, dial: 20, ans: 2863
line: L266, dial: 54, ans: 2866
line: L23, dial: 31, ans: 2866
line: L31, dial: 0, ans: 2866
line: L45, dial: 55, ans: 2867
line: R45, dial: 0, ans: 2868
line: R77, dial: 77, ans: 2868
line: R23, dial: 0, ans: 2869
line: L678, dial: 22, ans: 2876
line: R639, dial: 61, ans: 2882
line: R82, dial: 43, ans: 2883
line: L43, dial: 0, ans: 2883
line: L4, dial: 96, ans: 2884
line: R71, dial: 67, ans: 2885
line: L67, dial: 0, ans: 2885
line: L84, dial: 16, ans: 2886
line: L16, dial: 0, ans: 2886
line: L485, dial: 15, ans: 2891
line: R85, dial: 0, ans: 2892
line: R15, dial: 15, ans: 2892
line: L16, dial: 99, ans: 2893
line: L96, dial: 3, ans: 2893
line: L66, dial: 37, ans: 2894
line: R54, dial: 91, ans: 2894
line: R28, dial: 19, ans: 2895
line: R154, dial: 73, ans: 2896
line: R48, dial: 21, ans: 2897
line: L52, dial: 69, ans: 2898
line: R167, dial: 36, ans: 2900
line: R30, dial: 66, ans: 2900
line: L7, dial: 59, ans: 2900
line: L59, dial: 0, ans: 2900
line: L85, dial: 15, ans: 2901
line: L15, dial: 0, ans: 2901
line: R78, dial: 78, ans: 2901
line: L72, dial: 6, ans: 2901
line: L106, dial: 0, ans: 2902
line: R21, dial: 21, ans: 2902
line: L75, dial: 46, ans: 2903
line: R54, dial: 0, ans: 2904
line: L41, dial: 59, ans: 2905
line: R93, dial: 52, ans: 2906
line: R784, dial: 36, ans: 2914
line: L36, dial: 0, ans: 2914
line: R39, dial: 39, ans: 2914
line: L97, dial: 42, ans: 2915
line: L479, dial: 63, ans: 2920
line: L63, dial: 0, ans: 2920
line: L49, dial: 51, ans: 2921
line: L18, dial: 33, ans: 2921
line: R84, dial: 17, ans: 2922
line: L217, dial: 0, ans: 2924
line: R817, dial: 17, ans: 2932
line: L94, dial: 23, ans: 2933
line: R7, dial: 30, ans: 2933
line: L30, dial: 0, ans: 2933
line: R610, dial: 10, ans: 2939
line: L10, dial: 0, ans: 2939
line: L84, dial: 16, ans: 2940
line: L51, dial: 65, ans: 2941
line: R81, dial: 46, ans: 2942
line: R54, dial: 0, ans: 2943
line: R45, dial: 45, ans: 2943
line: L42, dial: 3, ans: 2943
line: L62, dial: 41, ans: 2944
line: R86, dial: 27, ans: 2945
line: R476, dial: 3, ans: 2950
line: R97, dial: 0, ans: 2951
line: L58, dial: 42, ans: 2952
line: L3, dial: 39, ans: 2952
line: L339, dial: 0, ans: 2955
line: R34, dial: 34, ans: 2955
line: L64, dial: 70, ans: 2956
line: R30, dial: 0, ans: 2957
line: L35, dial: 65, ans: 2958
line: R96, dial: 61, ans: 2959
line: R94, dial: 55, ans: 2960
line: L63, dial: 92, ans: 2961
line: R789, dial: 81, ans: 2969
line: R11, dial: 92, ans: 2969
line: L92, dial: 0, ans: 2969
line: L62, dial: 38, ans: 2970
line: R39, dial: 77, ans: 2970
line: R53, dial: 30, ans: 2971
line: R13, dial: 43, ans: 2971
line: L43, dial: 0, ans: 2971
line: L5, dial: 95, ans: 2972
line: R84, dial: 79, ans: 2973
line: L79, dial: 0, ans: 2973
line: R53, dial: 53, ans: 2973
line: L76, dial: 77, ans: 2974
line: L77, dial: 0, ans: 2974
line: L745, dial: 55, ans: 2982
line: L76, dial: 79, ans: 2983
line: L52, dial: 27, ans: 2983
line: L39, dial: 88, ans: 2984
line: R31, dial: 19, ans: 2985
line: R179, dial: 98, ans: 2986
line: L998, dial: 0, ans: 2995
line: R43, dial: 43, ans: 2995
line: L43, dial: 0, ans: 2995
line: R19, dial: 19, ans: 2995
line: L74, dial: 45, ans: 2996
line: L145, dial: 0, ans: 2997
line: L538, dial: 62, ans: 3003
line: R83, dial: 45, ans: 3004
line: R86, dial: 31, ans: 3005
line: R87, dial: 18, ans: 3006
line: L96, dial: 22, ans: 3007
line: R78, dial: 0, ans: 3008
line: R760, dial: 60, ans: 3015
line: L46, dial: 14, ans: 3015
line: L414, dial: 0, ans: 3019
line: R43, dial: 43, ans: 3019
line: L321, dial: 22, ans: 3022
line: L522, dial: 0, ans: 3027
line: L76, dial: 24, ans: 3028
line: L16, dial: 8, ans: 3028
line: L87, dial: 21, ans: 3029
line: R79, dial: 0, ans: 3030
line: L10, dial: 90, ans: 3031
line: R377, dial: 67, ans: 3035
line: L67, dial: 0, ans: 3035
line: R88, dial: 88, ans: 3035
line: L88, dial: 0, ans: 3035
line: L631, dial: 69, ans: 3042
line: R118, dial: 87, ans: 3043
line: L6, dial: 81, ans: 3043
line: R307, dial: 88, ans: 3046
line: R146, dial: 34, ans: 3048
line: R730, dial: 64, ans: 3055
line: L51, dial: 13, ans: 3055
line: R46, dial: 59, ans: 3055
line: L88, dial: 71, ans: 3056
line: L37, dial: 34, ans: 3056
line: L62, dial: 72, ans: 3057
line: L6, dial: 66, ans: 3057
line: R20, dial: 86, ans: 3057
line: L86, dial: 0, ans: 3057
line: L95, dial: 5, ans: 3058
line: L684, dial: 21, ans: 3065
line: R88, dial: 9, ans: 3066
line: R91, dial: 0, ans: 3067
line: L99, dial: 1, ans: 3068
line: L101, dial: 0, ans: 3069
line: R39, dial: 39, ans: 3069
line: R34, dial: 73, ans: 3069
line: L548, dial: 25, ans: 3074
line: R58, dial: 83, ans: 3074
line: L83, dial: 0, ans: 3074
line: L55, dial: 45, ans: 3075
line: R655, dial: 0, ans: 3082
line: R30, dial: 30, ans: 3082
line: L97, dial: 33, ans: 3083
line: R36, dial: 69, ans: 3083
line: L271, dial: 98, ans: 3086
line: L353, dial: 45, ans: 3089
line: R89, dial: 34, ans: 3090
line: L34, dial: 0, ans: 3090
line: L65, dial: 35, ans: 3091
line: L135, dial: 0, ans: 3092
line: L732, dial: 68, ans: 3100
line: L80, dial: 88, ans: 3101
line: R141, dial: 29, ans: 3103
line: R576, dial: 5, ans: 3109
line: R64, dial: 69, ans: 3109
line: R887, dial: 56, ans: 3118
line: R80, dial: 36, ans: 3119
line: L44, dial: 92, ans: 3120
line: R8, dial: 0, ans: 3121
line: L78, dial: 22, ans: 3122
line: R55, dial: 77, ans: 3122
line: R30, dial: 7, ans: 3123
line: R828, dial: 35, ans: 3131
line: R924, dial: 59, ans: 3140
line: R41, dial: 0, ans: 3141
line: L628, dial: 72, ans: 3148
line: R41, dial: 13, ans: 3149
line: L13, dial: 0, ans: 3149
line: L91, dial: 9, ans: 3150
line: L9, dial: 0, ans: 3150
line: L81, dial: 19, ans: 3151
line: R384, dial: 3, ans: 3155
line: L71, dial: 32, ans: 3156
line: L33, dial: 99, ans: 3157
line: L3, dial: 96, ans: 3157
line: R7, dial: 3, ans: 3158
line: R74, dial: 77, ans: 3158
line: L40, dial: 37, ans: 3158
line: R352, dial: 89, ans: 3161
line: R1, dial: 90, ans: 3161
line: R10, dial: 0, ans: 3162
line: R68, dial: 68, ans: 3162
line: L62, dial: 6, ans: 3162
line: L67, dial: 39, ans: 3163
line: R56, dial: 95, ans: 3163
line: L44, dial: 51, ans: 3163
line: L81, dial: 70, ans: 3164
line: R6, dial: 76, ans: 3164
line: L2, dial: 74, ans: 3164
line: R72, dial: 46, ans: 3165
line: R82, dial: 28, ans: 3166
line: L928, dial: 0, ans: 3175
line: L44, dial: 56, ans: 3176
line: L17, dial: 39, ans: 3176
line: R71, dial: 10, ans: 3177
line: R119, dial: 29, ans: 3178
line: L83, dial: 46, ans: 3179
line: R73, dial: 19, ans: 3180
line: L119, dial: 0, ans: 3181
line: L41, dial: 59, ans: 3182
line: R93, dial: 52, ans: 3183
line: R80, dial: 32, ans: 3184
line: R68, dial: 0, ans: 3185
line: L287, dial: 13, ans: 3188
line: R187, dial: 0, ans: 3190
line: R63, dial: 63, ans: 3190
line: R370, dial: 33, ans: 3194
line: L33, dial: 0, ans: 3194
line: L81, dial: 19, ans: 3195
line: L60, dial: 59, ans: 3196
line: R41, dial: 0, ans: 3197
line: R37, dial: 37, ans: 3197
line: L59, dial: 78, ans: 3198
line: R3, dial: 81, ans: 3198
line: R19, dial: 0, ans: 3199
line: R49, dial: 49, ans: 3199
line: L3, dial: 46, ans: 3199
line: L711, dial: 35, ans: 3206
line: R51, dial: 86, ans: 3206
line: R314, dial: 0, ans: 3210
line: L703, dial: 97, ans: 3218
line: L97, dial: 0, ans: 3218
line: R52, dial: 52, ans: 3218
line: L36, dial: 16, ans: 3218
line: L57, dial: 59, ans: 3219
line: R611, dial: 70, ans: 3225
line: R30, dial: 0, ans: 3226
line: R66, dial: 66, ans: 3226
line: R34, dial: 0, ans: 3227
line: L80, dial: 20, ans: 3228
line: R84, dial: 4, ans: 3229
line: R13, dial: 17, ans: 3229
line: L373, dial: 44, ans: 3233
line: L28, dial: 16, ans: 3233
line: R13, dial: 29, ans: 3233
line: L29, dial: 0, ans: 3233
line: R364, dial: 64, ans: 3236
line: L11, dial: 53, ans: 3236
line: R68, dial: 21, ans: 3237
line: R14, dial: 35, ans: 3237
line: R444, dial: 79, ans: 3241
line: R111, dial: 90, ans: 3242
line: R10, dial: 0, ans: 3243
line: R86, dial: 86, ans: 3243
line: L46, dial: 40, ans: 3243
line: L26, dial: 14, ans: 3243
line: L73, dial: 41, ans: 3244
line: R32, dial: 73, ans: 3244
line: R94, dial: 67, ans: 3245
line: R65, dial: 32, ans: 3246
line: R65, dial: 97, ans: 3246
line: L97, dial: 0, ans: 3246
line: R1, dial: 1, ans: 3246
line: R63, dial: 64, ans: 3246
line: L42, dial: 22, ans: 3246
line: R98, dial: 20, ans: 3247
line: R756, dial: 76, ans: 3254
line: R24, dial: 0, ans: 3255
line: R17, dial: 17, ans: 3255
line: L78, dial: 39, ans: 3256
line: L17, dial: 22, ans: 3256
line: R78, dial: 0, ans: 3257
line: L72, dial: 28, ans: 3258
line: R28, dial: 56, ans: 3258
line: R41, dial: 97, ans: 3258
line: L72, dial: 25, ans: 3258
line: R39, dial: 64, ans: 3258
line: R36, dial: 0, ans: 3259
line: L41, dial: 59, ans: 3260
line: R2, dial: 61, ans: 3260
line: L38, dial: 23, ans: 3260
line: L64, dial: 59, ans: 3261
line: R641, dial: 0, ans: 3268
line: R14, dial: 14, ans: 3268
line: R29, dial: 43, ans: 3268
line: R57, dial: 0, ans: 3269
line: L34, dial: 66, ans: 3270
line: L362, dial: 4, ans: 3273
line: L4, dial: 0, ans: 3273
line: R62, dial: 62, ans: 3273
line: R48, dial: 10, ans: 3274
line: R90, dial: 0, ans: 3275
line: L38, dial: 62, ans: 3276
line: R16, dial: 78, ans: 3276
line: R322, dial: 0, ans: 3280
line: L25, dial: 75, ans: 3281
line: L478, dial: 97, ans: 3286
line: L272, dial: 25, ans: 3288
line: L42, dial: 83, ans: 3289
line: R64, dial: 47, ans: 3290
line: L47, dial: 0, ans: 3290
line: L32, dial: 68, ans: 3291
line: R47, dial: 15, ans: 3292
line: R85, dial: 0, ans: 3293
line: L538, dial: 62, ans: 3299
line: L62, dial: 0, ans: 3299
line: L55, dial: 45, ans: 3300
line: L74, dial: 71, ans: 3301
line: L771, dial: 0, ans: 3308
line: R378, dial: 78, ans: 3311
line: R44, dial: 22, ans: 3312
line: L21, dial: 1, ans: 3312
line: L10, dial: 91, ans: 3313
line: R9, dial: 0, ans: 3314
line: L56, dial: 44, ans: 3315
line: R876, dial: 20, ans: 3324
line: R80, dial: 0, ans: 3325
line: R18, dial: 18, ans: 3325
line: L18, dial: 0, ans: 3325
line: R772, dial: 72, ans: 3332
line: R28, dial: 0, ans: 3333
line: R78, dial: 78, ans: 3333
line: R33, dial: 11, ans: 3334
line: L31, dial: 80, ans: 3335
line: R190, dial: 70, ans: 3337
line: R41, dial: 11, ans: 3338
line: L11, dial: 0, ans: 3338
line: R47, dial: 47, ans: 3338
line: L76, dial: 71, ans: 3339
line: R47, dial: 18, ans: 3340
line: L49, dial: 69, ans: 3341
line: L30, dial: 39, ans: 3341
line: L74, dial: 65, ans: 3342
line: R46, dial: 11, ans: 3343
line: R7, dial: 18, ans: 3343
line: R7, dial: 25, ans: 3343
line: R41, dial: 66, ans: 3343
line: R77, dial: 43, ans: 3344
line: L43, dial: 0, ans: 3344
line: L42, dial: 58, ans: 3345
line: L1, dial: 57, ans: 3345
line: L522, dial: 35, ans: 3350
line: R50, dial: 85, ans: 3350
line: L368, dial: 17, ans: 3353
line: R31, dial: 48, ans: 3353
line: R372, dial: 20, ans: 3357
line: L520, dial: 0, ans: 3362
line: R53, dial: 53, ans: 3362
line: L53, dial: 0, ans: 3362
line: R731, dial: 31, ans: 3369
line: R85, dial: 16, ans: 3370
line: L70, dial: 46, ans: 3371
line: R354, dial: 0, ans: 3375
line: L428, dial: 72, ans: 3380
line: R28, dial: 0, ans: 3381
line: R79, dial: 79, ans: 3381
line: R147, dial: 26, ans: 3383
line: R16, dial: 42, ans: 3383
line: R73, dial: 15, ans: 3384
line: R85, dial: 0, ans: 3385
line: R15, dial: 15, ans: 3385
line: L18, dial: 97, ans: 3386
line: L97, dial: 0, ans: 3386
line: R395, dial: 95, ans: 3389
line: R72, dial: 67, ans: 3390
line: R612, dial: 79, ans: 3396
line: L779, dial: 0, ans: 3403
line: R90, dial: 90, ans: 3403
line: L13, dial: 77, ans: 3403
line: L16, dial: 61, ans: 3403
line: L77, dial: 84, ans: 3404
line: R16, dial: 0, ans: 3405
line: R35, dial: 35, ans: 3405
line: R44, dial: 79, ans: 3405
line: L26, dial: 53, ans: 3405
line: R5, dial: 58, ans: 3405
line: L13, dial: 45, ans: 3405
line: L45, dial: 0, ans: 3405
line: L34, dial: 66, ans: 3406
line: R34, dial: 0, ans: 3407
line: R775, dial: 75, ans: 3414
line: R19, dial: 94, ans: 3414
line: R6, dial: 0, ans: 3415
line: L94, dial: 6, ans: 3416
line: L32, dial: 74, ans: 3417
line: L501, dial: 73, ans: 3422
line: R127, dial: 0, ans: 3424
line: R134, dial: 34, ans: 3425
line: L734, dial: 0, ans: 3432
line: R4, dial: 4, ans: 3432
line: R983, dial: 87, ans: 3441
line: L87, dial: 0, ans: 3441
line: R41, dial: 41, ans: 3441
line: R79, dial: 20, ans: 3442
line: L36, dial: 84, ans: 3443
line: L784, dial: 0, ans: 3450
line: R92, dial: 92, ans: 3450
line: R8, dial: 0, ans: 3451
line: L45, dial: 55, ans: 3452
line: L55, dial: 0, ans: 3452
line: R89, dial: 89, ans: 3452
line: R789, dial: 78, ans: 3460
line: L78, dial: 0, ans: 3460
line: L45, dial: 55, ans: 3461
line: R558, dial: 13, ans: 3467
line: L54, dial: 59, ans: 3468
line: L59, dial: 0, ans: 3468
line: L11, dial: 89, ans: 3469
line: L89, dial: 0, ans: 3469
line: L31, dial: 69, ans: 3470
line: R38, dial: 7, ans: 3471
line: R64, dial: 71, ans: 3471
line: L71, dial: 0, ans: 3471
line: L55, dial: 45, ans: 3472
line: R55, dial: 0, ans: 3473
line: L11, dial: 89, ans: 3474
line: R11, dial: 0, ans: 3475
line: R55, dial: 55, ans: 3475
line: R45, dial: 0, ans: 3476
line: R69, dial: 69, ans: 3476
line: R31, dial: 0, ans: 3477
line: R30, dial: 30, ans: 3477
line: R776, dial: 6, ans: 3485
line: L71, dial: 35, ans: 3486
line: L22, dial: 13, ans: 3486
line: L33, dial: 80, ans: 3487
line: L80, dial: 0, ans: 3487
line: L94, dial: 6, ans: 3488
line: R294, dial: 0, ans: 3491
line: R394, dial: 94, ans: 3494
line: R6, dial: 0, ans: 3495
line: L62, dial: 38, ans: 3496
line: R18, dial: 56, ans: 3496
line: L2, dial: 54, ans: 3496
line: R63, dial: 17, ans: 3497
line: L17, dial: 0, ans: 3497
line: R66, dial: 66, ans: 3497
line: L36, dial: 30, ans: 3497
line: L34, dial: 96, ans: 3498
line: R33, dial: 29, ans: 3499
line: R55, dial: 84, ans: 3499
line: R16, dial: 0, ans: 3500
line: L75, dial: 25, ans: 3501
line: L30, dial: 95, ans: 3502
line: L95, dial: 0, ans: 3502
line: L6, dial: 94, ans: 3503
line: R404, dial: 98, ans: 3507
line: L98, dial: 0, ans: 3507
line: L601, dial: 99, ans: 3514
line: L90, dial: 9, ans: 3514
line: L9, dial: 0, ans: 3514
line: R572, dial: 72, ans: 3519
line: R51, dial: 23, ans: 3520
line: R95, dial: 18, ans: 3521
line: L44, dial: 74, ans: 3522
line: R626, dial: 0, ans: 3529
line: R67, dial: 67, ans: 3529
line: R133, dial: 0, ans: 3531
line: L30, dial: 70, ans: 3532
line: R630, dial: 0, ans: 3539
line: R20, dial: 20, ans: 3539
line: R80, dial: 0, ans: 3540
line: R59, dial: 59, ans: 3540
line: R41, dial: 0, ans: 3541
line: R91, dial: 91, ans: 3541
line: L1, dial: 90, ans: 3541
line: L36, dial: 54, ans: 3541
line: R569, dial: 23, ans: 3547
line: L98, dial: 25, ans: 3548
line: R40, dial: 65, ans: 3548
line: R98, dial: 63, ans: 3549
line: R61, dial: 24, ans: 3550
line: L19, dial: 5, ans: 3550
line: L31, dial: 74, ans: 3551
line: R595, dial: 69, ans: 3557
line: L69, dial: 0, ans: 3557
line: R10, dial: 10, ans: 3557
line: L346, dial: 64, ans: 3561
line: L280, dial: 84, ans: 3564
line: R16, dial: 0, ans: 3565
line: L474, dial: 26, ans: 3570
line: R827, dial: 53, ans: 3578
line: L40, dial: 13, ans: 3578
line: R25, dial: 38, ans: 3578
line: L61, dial: 77, ans: 3579
line: R35, dial: 12, ans: 3580
line: R63, dial: 75, ans: 3580
line: R10, dial: 85, ans: 3580
line: R402, dial: 87, ans: 3584
line: R8, dial: 95, ans: 3584
line: R48, dial: 43, ans: 3585
line: L467, dial: 76, ans: 3590
line: R39, dial: 15, ans: 3591
line: L54, dial: 61, ans: 3592
line: L67, dial: 94, ans: 3593
line: L48, dial: 46, ans: 3593
line: L29, dial: 17, ans: 3593
line: R405, dial: 22, ans: 3597
line: R85, dial: 7, ans: 3598
line: R40, dial: 47, ans: 3598
